"","PC1","PC2","PC3","PC4","PC5","PC6","PC7","PC8","PC9","PC10","PC11","PC12","PC13","PC14","PC15","PC16","PC17","PC18","PC19","PC20"
"HCC_ChQ.7000014337",-4562775.7837689,-21035.9916608889,-22258.0135661612,22119.7704380524,-4755.40437651354,-540.778563414972,-2041.5631974163,6330.09454996188,2471.38535918466,-1974.88271577581,2632.15161156448,-409.900308585997,5001.18315394024,213.318683207341,-6258.39499959232,-10710.0016118228,-2878.55725333842,13849.175195325,2946.32470339399,-5883.34462940139
"HCC_ChQ.8002011290",-4960501.24800323,-9690.36389535734,-23721.2589023305,8446.80061376468,-6671.71902724201,-1599.88084992569,1198.25630380512,4300.78764743628,3622.70474520884,-296.820290835388,-812.27650807,190.162896899495,2572.65800314664,-1736.22048038161,1160.6508143465,-798.891098174959,-211.091102018732,1115.65234204229,293.364891418414,82.6367473363465
"HCC_ChQ.8002020781",-4918336.45659763,-23059.7306190901,10374.7783941587,8111.98404352042,1169.68576594295,-2985.24436287569,-2281.72132839473,5164.47557517234,2311.92818844745,-774.336454406075,657.016216044724,629.410766024679,245.396142648226,-816.267771174417,-328.894743110343,-830.541161245249,-145.560864040528,740.92027475695,99.187275070427,-51.1145128326647
"HCC_ChQ.91244930",-4865076.91070919,-27882.0289709373,-26252.0098868167,6941.41242262005,-5390.08647994028,1991.00910844454,3584.41605089375,4580.05374383858,2867.89661769917,34.927338327428,2510.55292472881,865.474179082597,607.38390474174,-131.397904597241,128.749515615437,-556.214943482121,-123.575986101216,1379.46706774033,-331.524760578941,383.051255112683
"HCC_ShH.214851",-5253368.41203856,35112.0714376807,-8312.42730407115,2247.7893995219,-1353.86197755068,4578.21824701827,-3433.04085105839,4580.59836890177,-4076.75773181572,-1235.17066639784,-1043.39361305689,-905.977526877486,-401.901261897166,-367.815268504944,1513.62083876859,1176.47480565756,130.286113435868,631.040793610569,674.237981342794,887.24645071871
"HCC_ShH.216070",-5210402.56191621,13330.6425199004,18526.487852658,-1633.58206085911,2783.68767112812,-2209.18596205094,-4347.51539297034,-2983.11143313292,-1943.75459785698,-1011.15363445051,-1431.53188832412,-596.169678169082,-893.421874882967,461.962059003812,794.597226843932,1050.73009619611,-98.604819613424,742.556571594786,557.407470300644,239.084090819017
"HCC_ShH.216159",-5248462.99583129,72612.8387143236,-8417.51808181797,-8043.03459154076,-871.130393701819,-1086.92140225805,916.520225347957,-2490.14529822158,-2538.35029799095,-685.363736852582,-992.651879486541,-9.24708257909005,-1245.25896552453,503.487422773394,1226.09944641421,-184.971855709684,349.496380028454,-420.028104604758,64.6405190263506,135.037802812581
"HCC_ShH.216176",-5209602.3530797,14031.8825043345,17021.2510372251,-2291.4653648512,2878.86857715675,-1950.23507434821,-4332.38871759365,-2945.6146485534,-2222.80969867372,-1013.78249132133,-1425.77142709143,-676.445569887534,-915.099140203428,508.778339872094,803.811657648895,1154.38506932309,-105.119905693288,791.732722038142,553.621875638752,233.224231593471
"HCC_ShH.216180",-5046627.56202194,18141.0513190122,-11706.9726745374,13848.324548368,-8272.37303535059,-2020.47759008369,-3789.62640452949,-8825.78500555192,1055.73594667988,-7115.73586361032,1860.36238257734,-2265.28420501341,-419.529553293768,-2505.96082195538,2218.01740514274,271.089451318138,970.711118318338,867.868021137393,1422.60637322632,190.155363759681
"HCC_ShH.216222",-5170797.71882826,5287.81843369718,11958.9717132569,-6692.79159729911,5340.60237913376,1386.29878576353,-4508.45327282519,-4895.73033157172,-6431.52437305397,-1306.10040460397,-762.42220509215,-1267.91731132161,-1530.84627601712,687.134479047257,-9.84609064830687,105.358590037124,-118.06986622294,145.307096664641,3.30834799531223,221.472256880563
"HCC_ShH.216224",-5183213.74225254,6662.72735669716,26614.0209098746,1287.87593739769,802.034567214617,-3324.41045126754,-273.488754996426,-873.030657662368,-343.63438112831,1241.91392144588,-1804.45442140291,-866.712490776928,-634.490969876371,-426.710345497616,1463.83026511901,590.210711293476,81.2060545336546,205.46586777873,995.950656186668,-436.305415797811
"HCC_ShH.216260",-5162909.04937179,4980.07405222705,12582.1630458375,-6342.37024534353,5349.90112629808,1281.36729581981,-4624.5923065081,-4743.60459832479,-6132.26093196086,-1364.21746493418,-821.183788833005,-1186.87158426275,-1528.30368688191,624.072606909945,62.7208358866812,96.8092788112213,-107.408416042616,125.189042793236,-46.3501439191544,222.982581875705
"HCC_ShH.216265",-5275199.48011389,33339.9254834851,900.392199033595,-1956.40636776933,3070.17044123739,6218.67229404517,-5959.23463211507,-322.59235104585,-6666.45837829902,-2368.23505779539,-1249.98667572769,496.047451724244,-2146.98214499167,-104.137618506922,517.756310523469,16.8891112927056,-35.0926369895073,544.798367305366,99.2899570668665,784.940460164444
"HCC_ShH.216276",-5180700.44197245,5385.78546076895,28832.7336377754,1912.66317342999,1037.8825717018,-3577.73618780253,-477.433269730753,-760.736716159843,-45.5361890395112,1266.91458089736,-1713.51783666131,-776.329179307274,-624.631942558314,-476.32605597641,1497.6682675358,484.36070559259,105.309698184664,201.483388665789,1000.01046857436,-388.297301606902
"HCC_ShH.216287",-5248642.724088,67250.4085139644,7203.24160581929,-1534.47565824018,-1579.08610389684,-1901.66306131532,1110.03604797189,-2928.3144311249,1386.58486228717,477.463323960414,-488.144255643815,-534.922732345347,407.284802746884,-635.98585447266,-100.44167475115,389.526340221243,234.04902394506,-622.760791624048,1226.30471765438,-2.75498944425696
"HCC_ShH.216288",-5283136.88603758,51912.7908805313,-5915.68270014407,-2153.39393921049,2447.63871147732,5280.46476746667,-6269.36667060389,1350.03375273147,-5018.30687603713,-2754.08338343161,-1354.59027445826,-351.397762020521,-1018.13971001695,-585.024722853014,-340.283603524492,-955.499493909079,319.518150932154,-1053.42360681731,251.539918990435,698.881849688084
"HCC_ShH.216290",-5121716.65726053,2526.85143847854,18254.4195246682,-4701.42675289742,4344.51810158057,-612.088113801746,-1941.40535495163,-2547.01949373387,-3718.03641974594,337.348130642144,-333.102482088439,-1155.48672286722,58.8795361139164,-149.390375271346,524.686224978452,735.521771173886,-96.7573005439007,304.497392562938,726.730598608396,-114.410953765964
"HCC_ShH.216306",-5234385.557123,59704.4245850433,-9215.92707567309,-9867.68295873656,-682.997914613598,-2303.42326865992,2129.52658892043,-2615.39333317011,2791.99991646086,130.778235442881,-1497.54706211294,-8.4093688447754,-106.607405027661,98.3149983446932,-642.128647655415,239.451243563295,-319.836365270414,-500.626170602125,409.914374969687,556.342763577168
"HCC_ShH.216310",-5206132.94681927,14512.2627294091,1986.51823986074,-8302.76888931425,2907.68060702766,606.474674028687,-4189.08984648586,-7143.61332784993,-5017.91728315643,-2141.74484269346,-42.1001044624747,-1189.0748402941,-91.2533526401984,-100.834564343398,-251.606593860218,1132.42572840884,235.885988980509,612.962605386534,505.828775836079,644.488527879026
"HCC_ShH.216314",-5255841.26331528,65159.7793331248,8716.8951313111,-1140.67618752786,-1263.20280474983,-2128.4134108889,616.770817847703,-2702.03116864362,1616.34494848317,282.131575048857,-507.267386727198,-472.480129418705,427.414211703394,-744.142960928185,-76.8526474571485,374.201805770194,238.879716268818,-610.340987190786,1223.20412971776,5.68273769535887
"HCC_ShH.216328",-5124505.45521162,2325.58790274194,19770.9321708739,-4249.44528341429,4504.61866442503,-783.035253411455,-2276.91337502344,-2213.14676314388,-3326.72140318766,172.277133682046,-311.954108526529,-1074.90520843023,52.406594861764,-204.252762575039,576.929368406849,684.582687592083,-74.711735794663,315.909061782576,687.574746153288,-66.271504224604
"HCC_ShH.216336",-5243890.73647599,57589.9717744469,-14813.1856073797,-10219.4900534137,2095.67891101053,-4501.56962190381,-2073.3833148152,-2604.65219851653,-1903.79944991609,-2729.84168689192,-1176.28186747476,881.567251465887,-1378.50982779113,850.145075003523,600.200051561748,756.752222575784,348.830262464093,449.411774077198,-372.840084670927,834.263791324597
"HCC_ShH.216368",-5331314.55554656,27520.1122245342,33226.5539864234,1112.91305768908,1693.84602494189,-7231.04073648232,-1068.1095730609,199.177665738639,3461.58136926655,1608.87195793825,-2629.77220743286,-486.427602268956,-685.584810642453,-498.21742778915,890.941682692039,347.893200738569,-150.777293402781,-165.289342202145,1128.82616275912,-83.9365246515011
